Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Yaw,Pitch,Roll
0.0,0.0,0.0,0.0,0.007148582025731623,0.0,0.007058871322104071,0.0,-0.0,0.0
0.002,1.4297164051463246e-05,0.0,1.4117742644208144e-05,0.014296828757060495,0.0,0.014116491308461581,0.0,-0.0,0.0
0.004,4.289082156558424e-05,0.0,4.23507252611313e-05,0.02144441525017319,0.0,0.021171647252251215,9.251859900269537e-21,-2.453068499197464e-08,-1.110223025759929e-19
0.006,8.577965206593062e-05,0.0,8.469401976563372e-05,0.02859102600438792,3.02725265849624e-21,0.028223164305981034,9.251870675179251e-21,-1.2198958467823926e-07,-1.1102230302990254e-19
0.008,0.00014296170407470646,6.05450531699248e-24,0.0001411403483775958,0.035736354078261263,6.0539631488010845e-21,0.03526990472668256,2.5523776929806382e-26,-3.6396516016878875e-07,1.2266938297756459e-27
0.01,0.00021443441223122897,1.8162431614594651e-23,0.00021168015783096093,0.042880100229895746,6.0539632984317556e-21,0.04231076713545354,-9.251832614093246e-21,-8.445497833574622e-07,1.0840737000407422e-26
0.012,0.00030019461269102047,3.027035821145816e-23,0.000296301692101868,0.05002197208201006,5.987887606556633e-21,0.04934468579091476,-2.7755502881703837e-20,-1.6796425644072246e-06,-1.110222553522334e-19
0.014,0.0004002385568550406,4.2246133424571424e-23,0.00039499106368369756,0.057161683312262485,8.748012807862422e-21,0.05637062987615374,-4.625907349254655e-20,-3.0062429717977465e-06,-1.1102216817864582e-19
0.016,0.0005145619234795656,5.974215904029627e-23,0.0005077323234360051,0.06429895286924928,1.137514143632489e-20,0.06338760279873562,-7.401443031445246e-20,-4.981736177750662e-06,-1.1102196440917998e-19
0.018000000000000002,0.0006431598292180641,8.249244191294605e-23,0.0006345075290334763,0.07143350421453454,1.3803263880312463e-20,0.07039464150336894,-1.1102155333875895e-19,-7.783171049562499e-06,-1.1102152563616967e-19
0.020000000000000004,0.0007860268376471332,1.10098969673571e-22,0.0007752968120402141,0.07856506459100494,1.5966469083777533e-20,0.07739081579682226,-1.4802856170045878e-19,-1.1606531694477343e-05,-1.1102075693412718e-19
0.022000000000000006,0.0009431569668291431,1.4203190784112606e-22,0.0009300784436338587,0.08569336431778304,1.7864909887948633e-20,0.08437522768469548,-1.8503515032575875e-19,-1.6666003452240344e-05,-2.220418433517196e-19
0.024000000000000007,0.0011145436954647092,1.7776172761702334e-22,0.0010988288990032497,0.09281813611187557,2.2451038824688843e-20,0.09134701071965783,-2.22040414124449e-19,-2.319323421542741e-05,-4.440846433905099e-19
0.02600000000000001,0.0013001799676884604,2.22663805266401e-22,0.0012815229204425653,0.09993911443667847,3.2672843656601155e-20,0.09830532936077299,-2.590437675878951e-19,-3.1436591943057486e-05,-6.661266870750156e-19
0.02800000000000001,0.0015000581965618175,2.8800949257960334e-22,0.0014781335791641112,0.10705603487740854,4.8524122673784834e-20,0.10524937834354037,-3.0529679852383993e-19,-4.1660419217903424e-05,-7.771451384217384e-19
0.030000000000000013,0.0017141702663166346,3.85057737927173e-22,0.001688632335851192,0.1141686335434824,6.698486794349357e-20,0.11217838206028989,-3.51547517822812e-19,-5.414428568233266e-05,-7.771398163490232e-19
0.032000000000000015,0.0019425075334035995,5.1902747381416015e-22,0.0019129890999717717,0.12127664649781611,8.510577992939167e-20,0.11909159395057693,-3.9779624559703705e-19,-6.91822391714795e-05,-7.771327029292915e-19
0.034000000000000016,0.0021850608263992316,6.892390336729434e-22,0.0021511722878729254,0.12837980921297487,1.0288678278692461e-19,0.1259882959012324,-4.347898891414985e-19,-8.708205634608081e-05,-8.8814646210574e-19
0.03600000000000002,0.0024418204448251814,8.950125992467926e-22,0.00240314887967539,0.13547785605405985,1.2333551345491141e-19,0.13286779765573228,-4.810304242018099e-19,-0.0001081644936104347,-9.991572726312256e-19
0.03800000000000002,0.002712776156933301,1.1416836261566154e-21,0.002668884474986855,0.14257051978817928,1.4638228150275448e-19,0.1397294362325603,-5.180144431972054e-19,-0.000132762539083687,-9.991438890523808e-19
